product_id,description
106362412,"Sau một thời gian dài leo lên đỉnh cao của ngành khách sạn, Chip Conley – Giám đốc Điều hành kiêm người sáng lập của Joie de Vivre Hospitality – đã bị lung lay bởi nền kinh tế suy thoái mạnh. Công ty của ông đột nhiên bị thiếu vốn và đình trệ sau sự kiện 11/9. Trước tình cảnh tuyệt vọng này, Conley đặt niềm tin vào khái niệm mang tính biểu tượng của nhà tâm lý học Abraham Maslow – Tháp Nhu cầu Maslow – về động lực của con người để giúp công việc kinh doanh của ông khởi sắc thêm lần nữa.
Trong Đỉnh cao dẫn dắt doanh nghiệp bằng văn hóa, Conley khám phá cách Joie de Vivre – chủ chuỗi khách sạn lớn thứ hai trên thế giới vượt qua cơn bão tấn công ngành du lịch bằng cách áp dụng các ý tưởng của Maslow vào thực tiễn kinh doanh.
Trong cuốn sách này, Conley cung cấp các ví dụ thực tế như Google, Whole Foods Market, Harley-Davidson và Southwest Airlines, đồng thời chỉ ra cách mọi người có thể mang lại những thay đổi tương tự cho công việc và cuộc sống cá nhân. Cuốn sách tiết lộ điều kỳ diệu về tiềm năng con người và cho thấy điều kỳ diệu có thể xảy ra khi nhân viên phát huy hết khả năng của họ, khách hàng hài lòng với trải nghiệm mà họ nhận được và các nhà đầu tư được thỏa mãn bằng cách tận dụng hợp lý tiềm năng vốn của họ."
92551754,"Định kiến về sự phiền nhiễu của cảm xúc tại nơi làm việc đã cắm rễ quá sâu trong suy nghĩ của hầu hết chúng ta. Trên thực tế, mặc dù năng lực nhận thức thuần túy và năng lực chuyên môn là cần thiết cho công việc, nhưng chính các năng lực trí nhớ cảm xúc mới giúp phân định ra nhà lãnh đạo xuất chúng.
Những nghiên cứu mang tính đột phá về não bộ đã cho thấy sức mạnh của nhà lãnh đạo giàu trí tuệ cảm xúc trong việc truyền cảm hứng, khơi dậy cảm xúc tích cực và nhiệt tình cống hiến nơi nhân viên.
Tạp chí Time nhận xét về nội dung sách: “Cũng như cách mà cuốn sách đầu tiên của Goleman, Emotional Intelligence, mở rộng tầm nhìn của chúng ta về trí thông minh cảm xúc, Lãnh đạo bằng sức mạnh trí tuệ cảm xúc thay đổi gần như hoàn toàn các quan điểm trước nay về một nhà lãnh đạo tài ba.”
Tố chất lãnh đạo không phải tự nhiên mà có, nó là cộng hưởng giữa IQ (Trí tuệ) và EQ (Cảm xúc), việc rèn luyện và có tầm nhìn khám phá bản thân sao cho dung hòa được cả hai yếu tố trên là điều rất cần thiết của các nhà lãnh đạo hiện tại và tương lai.
Việc quản lý con người thông qua cảm xúc và trí tuệ không phải là việc đơn giản mà ai cũng có thể làm được. Tuy nhiên, nếu nhà lãnh đạo có sự cộng hưởng của Trí Tuệ và Cảm Xúc thì mọi khúc mắc, xung đột trong quá trình làm việc cùng nhau sẽ không khó giải quyết.
Ngoài Bốn phong cách đứng đầu gồm Tầm nhìn (visionary), Huấn luyện (coaching), Liên kết (affiliative), Dân chủ (democratic) giúp tạo sự cộng hưởng nhằm nâng cao hiệu suất làm việc, thì hai phong cách lãnh đạo còn lại là Yêu cầu cao độ (paceseting) và Mệnh lệnh (commanding) chỉ hữu ích trong một số trường hợp và nên được áp dụng một cách thận trọng. Đây là Sáu phong cách lãnh đạo, sự cộng hưởng không chỉ bắt nguồn từ tâm lý hay kỹ năng thuyết phục của nhà quản lý, nó còn đến từ việc phối hợp nhuần nhuyễn các phong cách lãnh đạo.
Cả ba tác giả Daniel Goleman, Richard Boyatzis và Anni McKee đều có nhiều năm kinh nghiệm trong việc giảng dạy, nghiên cứu, báo cáo về bộ não, hành vi tổ chức, Tâm lý học và Khoa học, nội dung với lối viết súc tích, các tác giả thể hiện những quá trình phức tạp và có phần trừu tượng một cách dễ hiểu, cuốn hút và khơi gợi cảm hứng nơi bạn đọc – (theo Tạp chí USA Today).
Đã đến lúc chúng ta phải nhìn nhận những lợi ích thiết thực của lãnh đạo bằng Trí Tuệ Cảm Xúc, đồng thời bồi dưỡng năng lực này nơi đội ngũ quản lý nhằm tạo sự cộng hưởng tích cực giúp thúc đẩy và truyền cảm hứng cho toàn doanh nghiệp, tổ chức.
Xây dựng tổ chức trên nền tảng Trí Tuệ Cảm Xúc không chỉ dành riêng cho các nhà lãnh đạo mà nó còn giúp các nhân tố cá nhân có định hướng phát triển sự nghiệp, nâng cao tầm nhìn để trở thành một nhà lãnh đạo tương lai. Những bài học đắt giá cùng kỹ năng thực tế còn giúp các bạn sinh viên chuyên ngành quản lý, quản trị thiết thực hơn, có tầm nhìn lý tưởng, tạo dựng sự thay đổi bền vững nhất."
104268063,"Cuốn sách chia làm bốn phần,mỗi phần lại chia nhỏ thành các mục con, thể hiện các quan điểm của tác giả về những hình thái sẵn có trong tư duy, ưu, nhược điểm và so sánh với hình thái tư duy mới của ông là tư duy đa chiều, cùng với những đặc tính của nó giúp thúc đẩy tiến bộ xã hội, tạo ra kỷ nguyên mới trong văn minh nhân loại.
Giá trị của cuốn sách: “Tôi đúng – Anh sai” đúc kết tinh túy từ những thói quen tư duy truyền thống mà kỷ Phục hưng trước kia đã xác lập. “Tôi đúng – Anh sai” là một bản tốc ký đúc kết những thói quen tư duy góp phần hình thành nên kỷ Phục hưng và về sau được phát triển thêm chính nhờ thời đại này. Công cuộc tìm kiếm chân lý – phân biệt với giáo lý – được thực hiện thông qua việc phơi bày những điều sai với công cụ là tranh luận, lập luận và logic. Lập luận này, chứ không phải giáo lý, là quyết định cái gì đúng, cái gì sai.
Cuốn sách được viết bởi tác giả Edward de Bono, ông vừa là bác sĩ vừa là nhà tâm lý học. Ông được xem là tác giả hàng đầu thế giới về tư duykhái niệm và phát triển loại tư duy này như một kỹ năng. Ông nhận học bổng Rhodes Scholarcho các nghiên cứu quốc tế tại Đại học Oxford và tham gia giảng dạy ở các trường ĐH Oxford, Cambridge, và Harvard. Ông đã viết khoảng20 cuốn sách và sách của ông được dịch ra 20 thứ tiếng khác nhau."
202604408,"Tác giả của những quyển sách bán chạy hàng đầu là Nhà lãnh đạo không chức danh, Đời ngắn đừng ngủ dài, Điều vĩ đại đời thường, Ai sẽ khóc khi bạn lìa xa tiếp tục chia sẻ với bạn đọc những câu nói, nhưng lời khuyên, những câu chuyện đầy cảm hứng để giúp bạn đọc sống trọn vẹn, sống thong dong 365 ngày.
Quyển sách được trình bày theo 365 ngày, mỗi tháng là một nội dung để phát triển bản thân, tìm ý nghĩa cuộc sống; mỗi ngày là những lời truyền cảm hứng để sống trọn vẹn, từng ngày một. Quyển sách sẽ là người bạn, là mỏ neo, để giúp bạn đọc hiểu mình, sống cuộc đời mình mong muốn, theo cách trọn vẹn nhất, thong dong nhất."
106362355,"Nghệ thuật kết nối đỉnh cao trong giao tiếp được đối tên từ cuốn sách Ai cũng giao tiếp nhưng mấy người kết nối.
Giao tiếp thành công không đơn thuần chỉ là truyền đạt thông tin, mà còn phải tạo nên sợi dây kết nối đặc biệt và gieo những cảm xúc tích cực cho người tiếp nhận. Số ít những người kết nối được với mọi người là những người có khả năng lãnh đạo và tạo sức ảnh hưởng lớn lao trong tổ chức của mình.
Trong cuốn sách này, John Maxwell đã tổng kết 5 nguyên tắc nền tảng khi kết nối với mọi người. Từ đó tác giả đưa ra 5 ứng dụng hành động để giúp bạn kết nối thành công - với một người, một nhóm, với khán giả, hay bất kì ai bạn muốn.
“Hãy học cách kết nối để thay đổi cuộc sống của bạn!”"
106362586,"Những quy tắc trong công việc – cuốn sách kinh doanh mang đến những chỉ dẫn cụ thể, đầy đủ, hữu ích nhất đem lại cho bạn một thứ tự do đích thực: tự do trong những nguyên tắc.
Hàng ngày, bạn phải đối mặt với rất nhiều khó khăn trong cuộc sống, trong đó là những khó khăn trong công việc. Bao việc khiến bạn đau đầu: công việc quá tải; sức ép từ cấp trên và cả từ cấp dưới,..đòi hỏi bạn phải biết cách xử lý mối quan hệ với đồng nghiệp, đối tác ra sao; làm sao để cân bằng gia đình và công việc... Tất cả những điều đó khiến bạn cảm thấy như đang chìm trong một mê cung không lối thoát. Bạn quên mất niềm hạnh phúc trong công việc, và đôi khi trớ trêu thay, bạn trở thành nô lệ của chính những việc bạn làm. Những bức tường công sở trở thành những hàng rào thép ngăn cản bạn vươn tới tự do: tự do để sáng tạo, tự do để phát triển, tự do để hít thở cuộc sống. Vậy thì cuốn sách Những quy tắc trong công việc sẽ giải quyết những khủng hoảng đó cho bạn.
Với 10 quy tắc vàng, cuốn sách đem tới cho bạn những kỹ năng đạt được thành công trong công việc. Thông qua đó, bạn sẽ nhận ra:
- Cách thực hiện công việc
- Cách những người khác đánh giá về công việc bạn đang làm
- Những gì bạn sẽ phải làm ngoài công việc của mình
Nằm trong bộ sách cho người thành đạt, Những quy tắc trong công việc là những chỉ dẫn cụ thể để mang lại thành công cá nhân. Hãy đọc, suy ngẫm và nhất là hãy áp dụng những nguyên tắc này vào cuộc sống, bạn sẽ thấy công việc của bạn biến đổi tuyệt diệu thế nào."
202475506,"Một xem xét lại kịp thời và mang tính đột phá mọi thứ chúng ta biết về quyền lực. Tiến sĩ Dacher Keltner, nhà tâm lý học nổi tiếng của Đại học UC Berkeley, lập luận rằng lòng trắc ẩn và vị tha giúp chúng ta ảnh hưởng lên người khác được nhiều nhất và kết quả là quyền lực trở thành năng lực làm điều tốt đẹp cho đời.
Quyền lực có mặt ở khắp mọi lĩnh vực — nhưng hoàn toàn bị hiểu sai. Thay đổi toàn bộ hiểu biết thường tình về quyền lực, tiến sĩ Dacher Keltner trình bày khái niệm quyền lực trong một cách hiểu hoàn toàn mới, không chỉ chứng minh nó là năng lực làm điều tốt đẹp cho đời như thế nào, mà còn bằng cách nào — thông qua lòng trắc ẩn và vị tha — mỗi người và mọi người trong chúng ta đều có thể đạt được quyền lực.
Quyền lực làm băng hoại được xem là chuyện tất nhiên. Quan điểm này được củng cố về mặt văn hóa qua mọi thứ, từ Machiavelli đến chính trị đương đại. Nhưng làm sao chúng ta có được quyền lực? Và quyền lực làm thay đổi hành vi của chúng ta thế nào? Bất chấp những ý định tốt đẹp nhất của mình, chúng ta quá thường đánh mất quyền lực khó khăn lắm mới có được của mình. Quyền lực lâu bền đến từ năng lực thấu cảm và cho đi. Trên hết, quyền lực là do người khác trao cho chúng ta. Đây là điều mà tất cả chúng ta thường quên, và là mấu chốt của nghịch lý quyền lực: do hiểu sai những hành vi đã giúp chúng ta có được quyền lực lúc đầu mà ta khiến cho bản thân mình té ngã từ đỉnh cao quyền lực. Chúng ta lạm dụng và đánh mất quyền lực của mình, trong công việc, trong cuộc sống gia đình, với bạn bè, bởi vì chúng ta chưa bao giờ hiểu đúng về nó — cho đến bây giờ. Quyền lực không phải là khả năng hành động theo những cách độc ác và bất kể; mà là năng lực làm điều tốt cho người khác, được thể hiện trong cuộc sống hằng ngày, và bản thân nó là điều tốt.
Tiến sĩ Keltner vạch ra chính xác — trong hai mươi “Nguyên lý quyền lực” chính — cách để duy trì quyền lực; tại sao quyền lực lại có thể là điều tốt; khi nào chúng ta có khuynh hướng lạm dụng quyền lực; và hậu quả khủng khiếp của việc để những người xung quanh ta mòn mỏi trong tình trạng bất lực yếu thế."
275381514,"Bậc làm cha làm mẹ nào cũng sẽ đôi lần cảm giác mình không thể giao tiếp được với con. Dù là vỗ về, bao bọc, hay là khuyên răn, kỷ luật thì cũng sẽ có lúc bạn cảm thấy khó khăn trong việc gỡ bỏ sự quấy rồi, khó chịu, hay vòi vĩnh ở trẻ. Có những phụ huynh sẽ tặc lưỡi bảo “cha mẹ sinh con, trời sinh tính”, nhưng cũng có những ông bố, bà mẹ không ngừng tìm hiểu để mong mình giao tiếp được với con, mong mình sẽ là người bạn đồng hành, thấu hiểu tâm tư của con trong cả chặng đường con trưởng thành.
“Đôi khi, con trẻ sử dụng những loại ngôn ngữ mà ta không sao hiểu được. Và ngược lại, khi cần nói điều gì đó với con, chúng ta thường cũng khó làm cho chúng hiểu trọn vẹn tình cảm và suy nghĩ của mình”, thực chất không phải con bạn khó bảo, mà là bạn chưa nhận diện được ngôn ngữ yêu thương của con mình để có thể giao tiếp với chúng.
“Mỗi chúng ta đều có một ngôn ngữ yêu thương chính của mình”, và trẻ em cũng không ngoại lệ. Trong cuốn sách “5 ngôn ngữ yêu thương dành cho trẻ em”, các tác giả Gary Chapman và Ross Campbell đã chia sẻ rằng, trẻ em có 5 cách biểu đạt và cảm nhận tình cảm của riêng mình, bao gồm cử chỉ âu yếm, lời động viên, thời gian chia sẻ, quà tặng, và sự tận tụy. Chẳng hạn như câu chuyện cậu bé Josh thích được dành thời gian đi đá bóng cùng cha, hay cô bé Samantha lại vô cùng yêu thích những cử chỉ âu yếm hay cái ôm đến từ mẹ, cho thấy những biểu hiện, mong muốn của trẻ tuy được biểu hiện ra bề ngoài khác nhau, nhưng về bản chất, chúng đều được gọi chung với cái tên “ngôn ngữ yêu thương”.
Mọi đứa trẻ đều cần sự quan tâm từ cha mẹ, dù cho đó là những cô, cậu bé có cá tính độc lập. Những câu hỏi liên tục được đặt ra trong quá trình nuôi nấng một đứa trẻ như “Liệu tình yêu thương vô điều kiện ấy có biến trẻ trở thành đứa trẻ hư và ỷ lại không?”, “Làm thế nào để con cái phát triển lành mạnh và không nghi ngờ về khả năng của bản thân?”, hay “Việc áp dụng kỷ luật cho con liệu có cần thiết không?” tưởng chừng như quá khó để trả lời, nhưng lại hóa đơn giản nhờ vào tác phẩm “5 ngôn ngữ yêu thương dành cho trẻ em”.
11 chương sách chứa đựng những ghi chép và nghiên cứu của các tác giả cùng những kinh nghiệm có được sau nhiều năm hoạt động trong ngành tâm lý đã biến cuốn sách trở thành cuốn cẩm nang, giúp phụ huynh nhận diện và thấu hiểu được ngôn ngữ yêu thương ở trẻ để góp phần làm đầy “khoang tình yêu” - “nơi chứa đựng sức mạnh tình cảm, giúp trẻ vượt qua những thử thách trong thời thơ ấu và niên thiếu”. Những cách biểu đạt tình cảm của cha mẹ không chỉ đáp ứng nhu cầu yêu thương, mà còn góp phần hình thành nên tâm lý và tính cách về sau của con trẻ.
Chương 1: Tình yêu là nền tảng
Chương 2: Ngôn ngữ yêu thương thứ 1: Cử chỉ âu yếm
Chương 3: Ngôn ngữ yêu thương thứ 2: Lời khen ngợi
Chương 4: Ngôn ngữ yêu thương thứ 3: Thời gian chia sẻ
Chương 5: Ngôn ngữ yêu thương thứ 4: Quà tặng
Chương 6: Ngôn ngữ yêu thương thứ 5: Sự tận tụy
Chương 7: Cách phát hiện ngôn ngữ yêu thương cơ bản của trẻ
Chương 8: Kỷ luật và các ngôn ngữ yêu thương
Chương 9: Việc học của trẻ và các ngôn ngữ yêu thương
Chương 10: Sự giận dữ và tình yêu
Chương 11: Sử dụng ngôn ngữ yêu thương trong hôn nhân
Với giọng văn gần gũi, lồng ghép các bài học hết sức tài tình, độc đáo, cùng với việc kết hợp những câu chuyện đời thường, đặc biệt là hướng dẫn cha mẹ quan sát vấn đề dưới góc nhìn của con trẻ một cách khách quan và gần gũi, “5 ngôn ngữ yêu thương dành cho trẻ em” đã hỗ trợ các bậc phụ huynh rất nhiều trong việc nắm bắt tâm lý của con cái. Cũng như giúp họ hiểu rằng: tình thương và những sự khích lệ cha mẹ dành cho con cái không nên liên quan đến việc con mình được điểm A trên lớp, hay lỡ tay làm vỡ bộ cốc mới mua. Bởi một thứ tình cảm vô giá thì phải được vun đắp bằng một tình thương vô điều kiện."
127032166,"Chúng ta lập luận khi tranh luận về những điều khoản trong một văn bản pháp lý, trong một hợp đồng thương mại hay tranh tụng tại tòa án; các đại biểu quốc hội tranh luận khi thông qua hay bác bỏ một đạo luật. Một trong những lý do khiến chúng ta không có nhiều luật sư đủ khả năng tranh tụng tại một tòa án quốc tế, như nhiều người đã nhận xét, là năng lực lập luận còn yếu kém. Tập sách này cung cấp những kiến thức “nền” về lập luận với ví dụ minh họa, dẫn chứng sinh động từ những nguồn ngữ liệu có uy tín, sách chuyên ngành ngôn ngữ nhưng nội dung dễ hiểu, những bạn đọc quan tâm ở mọi trình độ có thể dễ dàng tiếp cận và ứng dụng những kiến thức này vào việc học tập, công việc cũng như trong đời sống. Những kiến thức sách cung cấp có tính ứng dụng cao, tạo thói quen và củng cố tư duy phản biện, đặc biệt hữu ích cho học sinh, sinh viên."
202604333,"Phân phối tài sản là một trong những vấn đề gây nhiều tranh cãi và được thảo luận rộng rãi nhất thời nay. Nhưng thật ra, ta biết gì về quá trình tiến hóa của phân phối tài sản trong dài hạn? Liệu sự tích lũy tư bản tư nhân có nhất thiết dẫn đến sự tập trung tài sản vào tay một nhóm ngày càng nhỏ, như niềm tin của Karl Marx hồi thế kỷ 19? Hay là các áp lực cân bằng giữa tăng trưởng, cạnh tranh và tiến bộ công nghệ sẽ dẫn đến giảm bất bình đẳng và tăng tính đại đồng giữa các tầng lớp xã hội, như tư tưởng của Simon Kuznets thế kỷ 20? Thật ra, ta biết gì về quá trình tiến hóa của tài sản và thu nhập từ thế kỷ 18, và ta rút ra những bài học gì từ những hiểu biết đó cho thời đại ngày nay? Đây là những câu hỏi mà tác giả cố gắng trả lời trong quyển sách này. Những câu trả lời ở đây không hoàn hảo và chưa hoàn chỉnh, nhưng chúng dựa trên những dữ liệu lịch sử và so sánh rộng lớn hơn nhiều so với những dữ liệu của các nhà nghiên cứu trước đây. Dữ liệu trong nghiên cứu này bao trùm ba thế kỷ và hơn 20 quốc gia, cũng như dựa trên một khung lý thuyết mới, qua đó giúp chúng ta tìm hiểu sâu xa hơn về những cơ chế vận động căn bản của tài sản và thu nhập."
77222080,"Đắc nhân tâm, nghĩa là sống sao cho đẹp lòng người, nhằm tạo dựng một cuộc sống an vui trong đời tư, thiện chí và đầy tinh thần hợp tác trong công việc. Lẽ thường sẽ chẳng bao giờ có một chiếc chìa khóa vạn năng mở ra mọi thành công. Bạn phải thông minh, đắc lực, nhiệt huyết và dấn thân. Nhưng Dale Carnegie sẽ nói rằng còn một điều cốt yếu nữa mà ta phải học: kỹ năng thu phục lòng người.
Được xuất bản lần đầu tiên cách nay ngót gần một trăm năm, được dịch ra nhiều ngôn ngữ trên thế giới, với vài chục triệu bản được bán ra, Đắc nhân tâm của Dale Carnegie luôn được đón nhận nồng nhiệt ở nhiều quốc gia, đã giúp hàng triệu người gặt hái được thành công trong cuộc sống. Bản thân Warren Buffett, nhà đầu tư huyền thoại người Mỹ, đã đọc Đắc nhân tâm ngay từ thuở thiếu niên và tấm bằng duy nhất được treo trong phòng làm việc của Buffett chính là chứng chỉ từ khóa đào tạo của Dale Carnegie. Tất cả như đều minh chứng cho sức hấp dẫn phổ biến và giá trị cốt lõi của Đắc nhân tâm, một hiện tượng xuất bản có sức sống bền lâu hơn những trào lưu thời thượng chóng tàn.
Đọc Đắc nhân tâm, nghiền ngẫm những mẩu chuyện thường nhật do chính Dale Carnegie hay các học viên của ông kể lại, hoặc những bài học rút ra từ trong sử sách mà ông dày công sưu tầm, ta chợt nhận ra một điều giản dị rằng nghệ thuật đối nhân xử thế chính là mảnh ghép cuối cùng để làm nên một công thức thành công mỹ mãn, bằng sự bình tâm suy xét, chỉnh đốn bản thân, bằng sức mạnh của lòng chân thành và sự cảm thông."
92010647,"Bí mật của tài năng là gì? Chúng ta có thể khám phá nó ra sao? Trong cuốn sách đi sâu nghiên cứu này, nhà báo – tác giả có sách bán chạy nhất theo bình chọn của Thời báo New York – Daniel Coyle sẽ cung cấp cho các bậc phụ huynh, giáo viên, huấn luyện viên, doanh nhân – và mọi người khác nữa – các công cụ để có thể tận dụng tối đa các tiềm năng của chính bản thân và mọi người.
Dù bạn đang huấn luyện cho một đội bòng bầu dục hay dạy một đứa trẻ chơi đàn piano, viết tiểu thuyết hay cố gắng cải thiện cú vung gậy trong môn bóng chày thì cuốn sách mang tính cách mạng này sẽ chỉ cho bạn biết cách nuôi dưỡng và phát triển tài năng thông qua việc khai thác và sử dụng một cơ chế mới được khám phá của não bộ.
Dựa trên những thành tựu xuất sắc của ngành thần kinh học và nghiên cứu mới nhất trong quá trình đi tới 9 địa chỉ sản sinh ra rất nhiều tài năng của thế giới – từ sân bóng chày ở vùng Ca-ri-bê đến học viện âm nhạc cổ điển phía bắc New York – Coyle đã chỉ ra 3 yếu tố then chốt cho phép bạn phát triển tài năng và tối ưu hóa khả năng của mình trong các lĩnh vực thể thao, nghệ thuật, âm nhạc, toán học hay bất kỳ điều gì khác."
106362827,"Bí mật của tài năng là gì? Chúng ta có thể khám phá nó ra sao? Trong cuốn sách đi sâu nghiên cứu này, nhà báo – tác giả có sách bán chạy nhất theo bình chọn của Thời báo New York – Daniel Coyle sẽ cung cấp cho các bậc phụ huynh, giáo viên, huấn luyện viên, doanh nhân – và mọi người khác nữa – các công cụ để có thể tận dụng tối đa các tiềm năng của chính bản thân và mọi người.
Dù bạn đang huấn luyện cho một đội bòng bầu dục hay dạy một đứa trẻ chơi đàn piano, viết tiểu thuyết hay cố gắng cải thiện cú vung gậy trong môn bóng chày thì cuốn sách mang tính cách mạng này sẽ chỉ cho bạn biết cách nuôi dưỡng và phát triển tài năng thông qua việc khai thác và sử dụng một cơ chế mới được khám phá của não bộ.
Dựa trên những thành tựu xuất sắc của ngành thần kinh học và nghiên cứu mới nhất trong quá trình đi tới 9 địa chỉ sản sinh ra rất nhiều tài năng của thế giới – từ sân bóng chày ở vùng Ca-ri-bê đến học viện âm nhạc cổ điển phía bắc New York – Coyle đã chỉ ra 3 yếu tố then chốt cho phép bạn phát triển tài năng và tối ưu hóa khả năng của mình trong các lĩnh vực thể thao, nghệ thuật, âm nhạc, toán học hay bất kỳ điều gì khác."
275365185,"Chuyện giải buồn của Huỳnh Tịnh Của chủ yếu là những câu chuyện nhẹ nhàng, ý nhị được chuyển thể từ những chuyện chữ Hán hoặc các chuyện xảy ra tại thời điểm của tác giả. Những câu chuyện dùng làm các bài học khuyên đời, những đúc kết về luật nhân quả khi con người sống ở đời, những bài học trong chuyện giải buồn thường đúc kết ở đoạn văn cuối hay câu văn cuối.
Chuyện giải buồn được viết với ngôn ngữ bình dân để phù hợp với dân trí và nhận thức của người dân Nam bộ cuối thế kỷ 19. Nhưng Chuyện giải buồn của Huỳnh Tịnh Của không phải là chuyện mua vui. Người đọc chúng ta ngày nay sẽ không thấy ở Chuyện giải buồn những câu chuyện mua vui theo kiểu chuyện tiếu lâm trào phúng như cách ngày này chúng ta cảm nhận về thể loại chuyện cười."
106362537,"Những năm gần đây cụm từ “khởi nghiệp”, “gọi vốn” dần trở nên quen thuộc và là đề tài rất hấp dẫn giới trẻ – nhất là các sinh viên đang ngồi trên ghế giảng đường. Tinh thần, đam mê khởi nghiệp len lỏi trên từng góc phố và trong nhà trường. “Startup” là từ khóa rất “nóng” cùng với các chương trình đầu tư, so tài, rầm rộ như Shark Tank trên truyền hình, các cuộc thi khởi nghiệp và tham gia tranh tài quốc tế như Startup World Cup, Startup Wheel, Startup Viet, HulzPrize, Get in the Ring... khiến giới trẻ như ngồi trên đống lửa.
Để có thể khởi nghiệp đúng đắn và thành công, chúng ta cần phải được trang bị rất nhiều kỹ năng, kiến thức và kinh nghiệm. Tôi cho rằng kinh doanh là một nghề rất khó, một con đường chông gai không hề rải hoa hồng. Người làm kinh doanh cần có kiến thức rộng, phải học nhiều thứ, từ môi trường, kinh tế, chính trị đến xã hội chứ không chỉ là nền tảng kiến thức quản trị và sản phẩm chiến lược (nếu may mắn bạn đã có cả hai thứ này), đặc biệt là khởi nghiệp theo mô hình kinh doanh sáng tạo và ứng dụng công nghệ tạo đột phá song hành với từ “startup” mà thế giới đã định tên.
Thực tế trên về tình hình Startup tại Việt Nam đã khiến tác giả trăn trở, và viết nên cuốn Chat với Starups No1 - TỪ Ý TƯỞNG ĐẾN GỌI VỐN THÀNH CÔNG để chia sẻ bài bản, kỹ càng những kiến thức và kinh nghiệm chị chắt lọc trong hoạt động kinh doanh hơn 20 năm qua trong vai trò là giám đốc phát triển kinh doanh cấp cao, giám đốc quốc gia của các tập đoàn đa quốc gia tại Việt Nam, cố vấn nhiều dự án khởi nghiệp, chia sẻ những yêu cầu cần có của một dự án khởi nghiệp đổi mới sáng tạo với góc nhìn của một nhà đầu tư thiên thần.
Cuốn sách hữu ích với những ai muốn khởi nghiệp kinh doanh một cách nghiêm túc; cho các bạn trẻ đã và đang khởi nghiệp gặp khó khăn không biết phải giải quyết từ đâu; cho những bạn đang ngấp nghé muốn dấn thân khởi nghiệp, để sau khi đọc xong ngẫm lại, có thể bạn sẽ sắp xếp được cho mình cho một kế hoạch hành động đúng đắn hơn, một dự án nghiêm túc hơn, hoặc sẽ khởi sự nghề nghiệp ở một lộ trình khác đúng với sở trường và khắc phục sở đoản, hơn là dấn thân vào con đường kinh doanh đầy chông gai, thậm chí không thấy lối ra cho cuộc đời mình.
Cuốn sách điểm lại những vấn đề mà các chủ dự án khởi nghiệp cần lưu ý khi muốn dấn thân vào hành trình khởi nghiệp, từ việc nhận diện những vấn đề của thị trường, thiết kế sản phẩm, giải pháp; giải quyết được nỗi đau của thị trường, giúp cộng đồng có được những trải nghiệm mới thông qua việc nghiên cứu khoa học, ứng dụng công nghệ cao trong thiết kế sản phẩm, bắt kịp xu thế công nghệ đang phát triển từng giây từng phút trên thế giới.
Tác giả chọn lối viết thuần khiết dễ đọc, dễ học, không quá học thuật với những ví dụ thực tế điển hình minh họa cho lý thuyết để người đọc dễ hiểu, dễ áp dụng nhất có thể."
